customer_id,age,gender,city,customer_segment,campaign_id,campaign_channel,campaign_date,campaign_cost,impressions,clicks,conversions,revenue_generated,previous_purchases,days_since_last_purchase,click_through_rate,conversion_rate
CUST-03824,30,Male,Chicago,Loyal,CMP-006,SMS,2025-05-12,10.18,9016,902,134,16156.14,8,61,0.10004436557231589,0.14855875831485588
CUST-00308,24,Female,Chicago,Loyal,CMP-009,Social Media,2025-08-08,38.43,9135,341,42,5315.19,6,176,0.03732895457033388,0.12316715542521994
CUST-02293,45,Non-binary,New York,Growing,CMP-012,SMS,2025-11-05,18.23,8862,704,118,8892.16,1,146,0.07944030692845859,0.16761363636363635
CUST-02704,34,Male,Atlanta,At Risk,CMP-004,Display,2025-03-28,23.55,9032,101,4,316.86,1,90,0.011182462356067317,0.039603960396039604
CUST-00417,39,Female,Houston,At Risk,CMP-001,Email,2025-01-15,14.82,9165,336,36,2524.5,5,96,0.03666121112929623,0.10714285714285714
CUST-01758,30,Female,Denver,Loyal,CMP-010,Display,2025-09-16,31.54,8877,203,16,3868.53,4,176,0.02286808606511209,0.07881773399014778
CUST-04619,41,Male,Houston,New,CMP-011,Affiliate,2025-10-10,24.42,8845,255,25,1840.32,0,154,0.02882984737139627,0.09803921568627451
CUST-00237,56,Male,Los Angeles,Growing,CMP-007,Email,2025-06-06,25.16,9113,473,55,5630.51,0,183,0.051903873587183146,0.11627906976744186
CUST-01630,41,Male,Los Angeles,New,CMP-001,Email,2025-01-15,20.39,9066,386,36,4277.53,0,188,0.04257666004853298,0.09326424870466321
CUST-04142,23,Male,Seattle,New,CMP-007,Email,2025-06-06,20.8,9113,375,29,2218.32,0,198,0.0411500054866674,0.07733333333333334
CUST-01637,30,Male,Houston,Loyal,CMP-005,Affiliate,2025-04-18,17.86,9062,435,45,6844.3,9,127,0.0480026484219819,0.10344827586206896
CUST-04372,57,Female,Seattle,Loyal,CMP-006,SMS,2025-05-12,15.34,8906,927,159,29305.03,8,154,0.10408713227037952,0.1715210355987055
CUST-03885,34,Male,Houston,At Risk,CMP-001,Email,2025-01-15,14.71,9161,348,32,3096.76,2,195,0.037987119310118986,0.09195402298850575
CUST-03260,45,Female,Atlanta,New,CMP-004,Display,2025-03-28,32.64,8964,151,7,706.86,0,283,0.01684515841142347,0.046357615894039736
CUST-00316,33,Female,New York,Growing,CMP-012,SMS,2025-11-05,12.32,8988,662,85,10124.77,1,129,0.07365376056964842,0.1283987915407855
CUST-01413,18,Male,Houston,Growing,CMP-001,Email,2025-01-15,16.01,8985,512,60,9011.16,3,19,0.056983861992209235,0.1171875
CUST-01917,28,Male,Seattle,New,CMP-011,Affiliate,2025-10-10,22.6,9130,283,16,2064.91,0,316,0.03099671412924425,0.05653710247349823
CUST-04459,26,Male,Los Angeles,New,CMP-007,Email,2025-06-06,21.11,9230,432,35,3546.3,0,359,0.046803900325027084,0.08101851851851852
CUST-01930,72,Male,Houston,Growing,CMP-008,Paid Search,2025-07-14,36.78,8924,368,40,5473.88,2,68,0.041237113402061855,0.10869565217391304
CUST-02624,31,Female,Denver,New,CMP-012,SMS,2025-11-05,13.16,8980,579,60,5227.54,0,126,0.06447661469933184,0.10362694300518134
CUST-01040,62,Female,Houston,Loyal,CMP-003,Social Media,2025-03-05,35.05,9069,363,33,6588.4,6,16,0.04002646377770427,0.09090909090909091
CUST-01892,55,Male,Denver,Growing,CMP-012,SMS,2025-11-05,12.57,8959,726,93,13423.77,1,93,0.08103582989172899,0.128099173553719
CUST-03066,41,Male,Atlanta,Loyal,CMP-004,Display,2025-03-28,25.11,8977,225,17,2450.67,7,195,0.025064052578812522,0.07555555555555556
CUST-01064,36,Female,Denver,Loyal,CMP-005,Affiliate,2025-04-18,24.56,8925,365,45,6141.23,5,81,0.04089635854341737,0.1232876712328767
CUST-00990,43,Male,Denver,New,CMP-006,SMS,2025-05-12,12.8,9078,567,62,8869.68,0,122,0.06245869134170522,0.10934744268077601
CUST-01513,18,Male,Denver,Loyal,CMP-008,Paid Search,2025-07-14,28.36,8970,494,64,8781.63,6,82,0.05507246376811594,0.12955465587044535
CUST-00224,46,Male,New York,Loyal,CMP-004,Display,2025-03-28,24.55,8898,213,8,1186.92,4,203,0.023937963587322995,0.03755868544600939
CUST-00876,49,Male,Houston,Growing,CMP-010,Display,2025-09-16,24.62,8918,197,9,763.49,6,165,0.02209015474321597,0.04568527918781726
CUST-03883,69,Female,Chicago,New,CMP-001,Email,2025-01-15,23.8,8873,417,39,4846.99,0,347,0.04699650625493069,0.09352517985611511
CUST-00921,48,Female,Atlanta,Loyal,CMP-008,Paid Search,2025-07-14,25.17,9024,516,64,8759.78,5,15,0.057180851063829786,0.12403100775193798
CUST-02920,28,Male,Atlanta,New,CMP-008,Paid Search,2025-07-14,34.22,9060,320,16,1602.66,0,295,0.03532008830022075,0.05
CUST-02173,35,Male,Houston,New,CMP-007,Email,2025-06-06,28.26,9047,406,39,3823.88,0,222,0.04487675472532331,0.0960591133004926
CUST-02161,45,Female,New York,New,CMP-008,Paid Search,2025-07-14,26.1,8926,335,34,5327.8,0,363,0.03753080887295541,0.10149253731343283
CUST-00157,29,Female,Seattle,Loyal,CMP-009,Social Media,2025-08-08,42.89,8940,377,37,8299.82,4,149,0.042170022371364656,0.09814323607427056
CUST-03750,25,Female,Los Angeles,Loyal,CMP-011,Affiliate,2025-10-10,20.37,8966,453,58,9805.2,16,213,0.050524202542939996,0.1280353200883002
CUST-01226,18,Male,New York,Loyal,CMP-003,Social Media,2025-03-05,30.5,9051,345,30,3972.71,6,115,0.0381173351010938,0.08695652173913043
CUST-04641,51,Female,Los Angeles,Loyal,CMP-006,SMS,2025-05-12,14.01,9002,929,169,27357.85,5,214,0.10319928904687847,0.18191603875134554
CUST-01697,36,Female,Seattle,Growing,CMP-007,Email,2025-06-06,22.99,9001,490,50,6010.46,0,76,0.054438395733807356,0.10204081632653061
CUST-00672,31,Female,Chicago,Growing,CMP-005,Affiliate,2025-04-18,26.78,8947,340,33,5577.05,1,66,0.03800156477031407,0.09705882352941177
CUST-01147,32,Female,Seattle,New,CMP-012,SMS,2025-11-05,16.99,9016,607,71,11515.5,0,155,0.06732475598935227,0.11696869851729819
CUST-03309,64,Female,New York,New,CMP-007,Email,2025-06-06,18.29,8908,402,38,4109.7,0,134,0.045127974854063765,0.0945273631840796
CUST-00884,42,Female,Houston,Loyal,CMP-008,Paid Search,2025-07-14,29.16,9259,546,68,12757.13,10,157,0.05896965115023221,0.12454212454212454
CUST-04520,42,Male,Atlanta,Growing,CMP-003,Social Media,2025-03-05,40.48,8995,276,29,5223.52,1,129,0.030683713173985546,0.10507246376811594
CUST-01847,73,Male,Los Angeles,Growing,CMP-005,Affiliate,2025-04-18,20.66,9035,316,36,4967.29,2,199,0.03497509684560044,0.11392405063291139
CUST-00142,37,Female,Chicago,Loyal,CMP-008,Paid Search,2025-07-14,26.84,9224,487,61,7756.56,5,84,0.05279705117085863,0.12525667351129363
CUST-01433,54,Female,Seattle,Loyal,CMP-006,SMS,2025-05-12,15.67,9081,936,154,23647.69,7,95,0.10307234886025768,0.16452991452991453
CUST-02174,48,Male,Los Angeles,Growing,CMP-010,Display,2025-09-16,33.2,9087,178,8,980.73,4,104,0.019588423021899417,0.0449438202247191
CUST-01678,36,Male,Atlanta,Growing,CMP-002,Paid Search,2025-02-10,32.48,9105,385,36,3653.61,1,162,0.04228445908841296,0.09350649350649351
CUST-03648,40,Male,Denver,New,CMP-002,Paid Search,2025-02-10,22.55,9058,313,27,2746.4,0,198,0.034555089423713846,0.08626198083067092
CUST-03412,43,Female,Chicago,New,CMP-005,Affiliate,2025-04-18,22.36,8802,275,19,1216.03,0,301,0.03124289934105885,0.06909090909090909
CUST-01070,22,Female,Los Angeles,Growing,CMP-004,Display,2025-03-28,24.27,8999,166,10,647.01,1,30,0.01844649405489499,0.060240963855421686
CUST-00718,42,Female,New York,New,CMP-010,Display,2025-09-16,28.84,9065,150,7,694.77,0,128,0.01654715940430226,0.04666666666666667
CUST-01148,55,Male,Seattle,Growing,CMP-011,Affiliate,2025-10-10,18.22,9080,347,34,3960.58,1,136,0.038215859030837004,0.09798270893371758
CUST-04451,32,Female,Atlanta,At Risk,CMP-006,SMS,2025-05-12,15.13,8942,464,39,4695.72,1,136,0.05188995750391411,0.08405172413793104
CUST-00959,42,Male,Chicago,New,CMP-007,Email,2025-06-06,25.57,9090,402,33,2950.91,0,242,0.04422442244224423,0.08208955223880597
CUST-00367,48,Male,New York,New,CMP-004,Display,2025-03-28,31.4,9063,143,5,541.55,0,214,0.015778439810217367,0.03496503496503497
CUST-02804,40,Male,Seattle,New,CMP-007,Email,2025-06-06,27.03,9165,415,36,3273.39,0,144,0.045280960174577195,0.08674698795180723
CUST-02998,24,Female,Los Angeles,New,CMP-009,Social Media,2025-08-08,45.74,8969,181,11,625.86,0,265,0.020180622142936783,0.06077348066298342
CUST-03101,24,Male,Seattle,Loyal,CMP-009,Social Media,2025-08-08,36.35,9099,398,47,7370.66,5,151,0.043741070447301904,0.11809045226130653
CUST-02267,56,Male,Denver,Growing,CMP-012,SMS,2025-11-05,12.13,8976,732,96,12489.38,1,195,0.08155080213903744,0.13114754098360656
CUST-01617,49,Female,New York,Loyal,CMP-007,Email,2025-06-06,23.3,9002,647,103,14233.17,6,84,0.07187291712952677,0.15919629057187018
CUST-00544,47,Female,New York,Loyal,CMP-005,Affiliate,2025-04-18,23.77,9035,447,55,8327.28,3,148,0.04947426674045379,0.12304250559284116
CUST-03948,49,Male,Seattle,Growing,CMP-001,Email,2025-01-15,23.61,8964,459,58,8783.09,1,117,0.05120481927710843,0.12636165577342048
CUST-02355,31,Female,Houston,Loyal,CMP-009,Social Media,2025-08-08,46.02,9010,342,47,6991.45,6,118,0.03795782463928968,0.13742690058479531
CUST-00674,59,Female,Chicago,New,CMP-010,Display,2025-09-16,36.44,9169,128,6,792.24,0,217,0.013960082887992147,0.046875
CUST-03132,18,Male,Seattle,New,CMP-007,Email,2025-06-06,18.72,8924,401,53,5649.17,0,327,0.0449350067234424,0.13216957605985039
CUST-04310,46,Male,Houston,New,CMP-012,SMS,2025-11-05,14.3,8946,577,66,8373.55,0,346,0.06449809970936732,0.11438474870017332
CUST-04928,28,Female,Los Angeles,Loyal,CMP-004,Display,2025-03-28,25.1,8770,216,13,2848.16,1,46,0.024629418472063853,0.06018518518518518
CUST-01239,46,Non-binary,Los Angeles,Growing,CMP-001,Email,2025-01-15,19.34,9100,482,48,4672.12,1,154,0.052967032967032965,0.0995850622406639
CUST-03447,21,Male,Los Angeles,New,CMP-008,Paid Search,2025-07-14,33.68,9094,333,26,3310.97,0,292,0.036617550032988784,0.07807807807807808
CUST-02176,56,Female,Los Angeles,Growing,CMP-002,Paid Search,2025-02-10,31.96,8950,376,36,5858.84,0,29,0.04201117318435754,0.09574468085106383
CUST-02335,32,Female,Denver,New,CMP-002,Paid Search,2025-02-10,23.38,9099,305,26,3310.19,0,144,0.03352016705132432,0.08524590163934426
CUST-02299,35,Female,Houston,Loyal,CMP-009,Social Media,2025-08-08,37.97,8821,335,37,5521.03,9,13,0.0379775535653554,0.11044776119402985
CUST-04511,47,Female,Chicago,Growing,CMP-006,SMS,2025-05-12,10.64,8898,719,97,4166.28,2,43,0.08080467520791189,0.1349095966620306
CUST-03450,68,Female,New York,Growing,CMP-008,Paid Search,2025-07-14,38.93,8917,379,36,7054.07,3,216,0.04250308399685993,0.09498680738786279
CUST-02836,29,Female,Chicago,New,CMP-009,Social Media,2025-08-08,36.96,9127,218,14,891.27,0,205,0.023885175851868085,0.06422018348623854
CUST-00521,23,Female,Denver,Loyal,CMP-005,Affiliate,2025-04-18,17.45,9044,427,32,7511.91,9,202,0.04721362229102167,0.07494145199063232
CUST-02521,32,Female,Atlanta,Growing,CMP-008,Paid Search,2025-07-14,39.31,8969,376,41,3675.05,3,189,0.04192217638532724,0.10904255319148937
CUST-02095,60,Female,Atlanta,New,CMP-007,Email,2025-06-06,28.18,9045,371,25,1781.11,0,100,0.0410171365395246,0.0673854447439353
CUST-00288,31,Female,Los Angeles,New,CMP-007,Email,2025-06-06,28.74,8891,356,38,3929.47,0,131,0.04004049038353391,0.10674157303370786
CUST-02433,26,Male,Denver,At Risk,CMP-009,Social Media,2025-08-08,31.9,8991,200,8,668.99,4,59,0.022244466688911134,0.04
CUST-04505,18,Female,Denver,At Risk,CMP-005,Affiliate,2025-04-18,17.97,8801,244,21,2708.9,0,83,0.027724122258834222,0.0860655737704918
CUST-03638,33,Female,Atlanta,Loyal,CMP-007,Email,2025-06-06,19.89,8845,634,85,11442.12,7,85,0.07167891464104013,0.13406940063091483
CUST-02179,32,Male,Seattle,New,CMP-008,Paid Search,2025-07-14,26.52,9078,322,27,3336.88,0,333,0.035470367922449876,0.08385093167701864
CUST-02469,45,Female,Denver,At Risk,CMP-002,Paid Search,2025-02-10,26.65,9036,272,20,1905.39,1,204,0.03010181496237273,0.07352941176470588
CUST-01280,39,Female,Houston,Loyal,CMP-003,Social Media,2025-03-05,26.2,9039,346,41,5160.21,12,59,0.03827857063834495,0.11849710982658959
CUST-03764,29,Non-binary,Denver,Loyal,CMP-002,Paid Search,2025-02-10,27.61,8961,495,56,10109.6,7,90,0.055239370605959154,0.11313131313131314
CUST-03569,22,Female,Houston,Growing,CMP-003,Social Media,2025-03-05,26.29,8985,281,20,2434.52,0,22,0.03127434613244296,0.0711743772241993
CUST-01524,40,Female,Seattle,New,CMP-006,SMS,2025-05-12,15.29,8992,625,61,7931.51,0,201,0.06950622775800712,0.0976
CUST-00208,33,Female,Houston,New,CMP-012,SMS,2025-11-05,17.4,8907,549,44,4242.21,0,100,0.06163691478612327,0.08014571948998178
CUST-00967,44,Female,Atlanta,At Risk,CMP-012,SMS,2025-11-05,12.02,9054,462,43,4945.92,1,219,0.051027170311464545,0.09307359307359307
CUST-03971,33,Female,Denver,Growing,CMP-010,Display,2025-09-16,31.79,9161,182,7,945.47,4,50,0.01986682676563694,0.038461538461538464
CUST-03992,39,Male,Los Angeles,New,CMP-007,Email,2025-06-06,23.11,8936,439,43,3119.87,0,172,0.04912712623097583,0.0979498861047836
CUST-00405,40,Male,Los Angeles,New,CMP-003,Social Media,2025-03-05,37.41,9011,213,17,999.63,0,275,0.02363777605149262,0.07981220657276995
CUST-01575,29,Male,Seattle,Growing,CMP-005,Affiliate,2025-04-18,25.66,9115,333,34,6049.37,0,174,0.03653318705430609,0.1021021021021021
CUST-02262,38,Male,Seattle,New,CMP-010,Display,2025-09-16,25.8,8998,122,4,401.17,0,117,0.01355856857079351,0.03278688524590164
CUST-00251,50,Male,Chicago,At Risk,CMP-011,Affiliate,2025-10-10,22.28,8949,223,24,2011.8,1,146,0.024918985361492903,0.10762331838565023
CUST-02975,40,Male,Chicago,Loyal,CMP-012,SMS,2025-11-05,11.45,9051,927,150,25361.88,2,177,0.10241962214119987,0.16181229773462782
CUST-01310,41,Male,New York,Loyal,CMP-005,Affiliate,2025-04-18,21.7,9027,387,52,8220.23,9,148,0.04287138584247258,0.1343669250645995
CUST-04765,56,Female,Atlanta,Growing,CMP-006,SMS,2025-05-12,10.86,8987,707,110,14027.94,3,187,0.07866918882830755,0.15558698727015557
CUST-01653,18,Female,Atlanta,Growing,CMP-007,Email,2025-06-06,20.56,8968,492,52,3957.31,1,77,0.054861730597680645,0.10569105691056911
CUST-00018,53,Male,Atlanta,Growing,CMP-001,Email,2025-01-15,19.75,8901,523,77,11674.52,1,121,0.05875744298393439,0.14722753346080306
CUST-03585,62,Female,Houston,Loyal,CMP-002,Paid Search,2025-02-10,21.82,8891,488,60,9964.5,6,13,0.054886964345967834,0.12295081967213115
CUST-03005,47,Female,Atlanta,New,CMP-001,Email,2025-01-15,17.92,8928,374,36,4266.3,0,231,0.04189068100358423,0.0962566844919786
CUST-00291,23,Female,Chicago,Growing,CMP-009,Social Media,2025-08-08,41.97,8953,276,18,1941.02,0,40,0.030827655534457724,0.06521739130434782
CUST-02550,62,Female,Houston,New,CMP-003,Social Media,2025-03-05,36.38,8906,217,18,1826.09,0,239,0.02436559622726252,0.08294930875576037
CUST-02901,32,Female,Houston,Growing,CMP-009,Social Media,2025-08-08,43.44,8865,269,21,1720.75,1,15,0.030344049633389734,0.07806691449814127
CUST-01154,47,Female,Chicago,New,CMP-005,Affiliate,2025-04-18,24.5,9184,305,18,2312.29,0,198,0.03320993031358885,0.05901639344262295
CUST-03497,28,Male,Chicago,New,CMP-010,Display,2025-09-16,23.23,9077,128,6,592.59,0,213,0.014101575410377877,0.046875
CUST-01059,41,Male,New York,New,CMP-002,Paid Search,2025-02-10,21.69,8987,329,30,1313.7,0,149,0.03660843440525203,0.0911854103343465
CUST-00991,49,Male,Chicago,Growing,CMP-004,Display,2025-03-28,28.67,8996,166,9,1021.89,3,101,0.018452645620275678,0.05421686746987952
CUST-02898,31,Female,Los Angeles,New,CMP-003,Social Media,2025-03-05,32.22,9141,217,18,1995.73,0,257,0.02373919702439558,0.08294930875576037
CUST-04600,34,Male,Atlanta,At Risk,CMP-006,SMS,2025-05-12,9.59,8938,453,38,4364.19,2,137,0.050682479301857236,0.08388520971302428
CUST-00360,36,Female,Houston,Growing,CMP-007,Email,2025-06-06,28.68,9089,486,53,4298.65,0,146,0.0534712289580812,0.10905349794238683
CUST-00291,40,Female,Los Angeles,Growing,CMP-003,Social Media,2025-03-05,32.92,9062,308,22,3575.69,1,5,0.03398808210108144,0.07142857142857142
CUST-01545,25,Female,Atlanta,Growing,CMP-009,Social Media,2025-08-08,43.86,8917,280,15,2175.11,4,179,0.03140069530111024,0.05357142857142857
CUST-01366,31,Female,Chicago,New,CMP-012,SMS,2025-11-05,16.17,9067,605,71,6445.57,0,125,0.06672548803352818,0.11735537190082644
CUST-01384,18,Male,Houston,At Risk,CMP-001,Email,2025-01-15,15.04,9028,359,36,3712.82,1,164,0.03976517501107665,0.10027855153203342
CUST-01393,35,Male,Los Angeles,Growing,CMP-002,Paid Search,2025-02-10,23.67,8978,365,29,3865.83,4,174,0.04065493428380486,0.07945205479452055
CUST-03880,42,Female,Denver,Loyal,CMP-012,SMS,2025-11-05,12.29,8940,895,152,21054.12,8,84,0.10011185682326622,0.16983240223463686
CUST-04813,24,Male,Los Angeles,New,CMP-008,Paid Search,2025-07-14,35.9,9025,303,31,3976.0,0,169,0.03357340720221607,0.10231023102310231
CUST-03912,42,Male,Houston,Growing,CMP-012,SMS,2025-11-05,14.08,8961,726,110,18162.14,0,8,0.08101774355540677,0.15151515151515152
CUST-03536,63,Male,Chicago,Growing,CMP-009,Social Media,2025-08-08,38.89,9125,287,23,1900.98,3,214,0.03145205479452055,0.08013937282229965
CUST-02058,25,Female,Houston,At Risk,CMP-009,Social Media,2025-08-08,35.58,9091,205,17,1570.26,3,190,0.02254977450225498,0.08292682926829269
CUST-00357,18,Male,Los Angeles,Growing,CMP-002,Paid Search,2025-02-10,25.3,8962,378,33,3938.56,0,137,0.042178085248828386,0.0873015873015873
CUST-04981,31,Female,New York,Growing,CMP-007,Email,2025-06-06,22.31,8976,491,53,7305.56,2,59,0.05470142602495544,0.1079429735234216
CUST-03038,42,Female,Seattle,New,CMP-005,Affiliate,2025-04-18,27.59,8941,250,16,1498.07,0,351,0.02796107817917459,0.064
CUST-02796,29,Female,Chicago,New,CMP-011,Affiliate,2025-10-10,28.27,8848,275,24,3312.09,0,165,0.031080470162748643,0.08727272727272728
CUST-02286,39,Male,Seattle,Growing,CMP-001,Email,2025-01-15,23.72,8961,468,41,2818.96,3,59,0.05222631402745229,0.0876068376068376
CUST-01034,18,Male,Chicago,Growing,CMP-001,Email,2025-01-15,18.32,8935,476,62,8012.96,3,55,0.05327364297705652,0.13025210084033614
CUST-03761,43,Female,Los Angeles,New,CMP-007,Email,2025-06-06,26.49,8949,396,33,2929.17,0,237,0.04425075427422058,0.08333333333333333
CUST-00104,27,Female,Seattle,Loyal,CMP-012,SMS,2025-11-05,14.0,9088,987,168,25277.12,2,215,0.10860475352112677,0.1702127659574468
CUST-00903,37,Male,Los Angeles,At Risk,CMP-012,SMS,2025-11-05,12.02,8966,482,40,1840.73,4,77,0.05375864376533571,0.08298755186721991
CUST-04641,28,Male,Seattle,New,CMP-008,Paid Search,2025-07-14,28.72,8912,305,23,3040.12,0,253,0.034223518850987435,0.07540983606557378
CUST-03756,23,Male,Seattle,Growing,CMP-006,SMS,2025-05-12,11.02,9063,697,100,8266.82,3,190,0.07690610173231821,0.14347202295552366
CUST-04750,47,Female,Seattle,New,CMP-004,Display,2025-03-28,33.93,9040,135,7,786.97,0,230,0.014933628318584071,0.05185185185185185
CUST-00804,41,Male,Seattle,Loyal,CMP-012,SMS,2025-11-05,14.45,8877,935,152,21018.44,5,91,0.10532837670384139,0.1625668449197861
CUST-00283,18,Male,New York,New,CMP-003,Social Media,2025-03-05,32.42,8976,235,12,1137.51,0,164,0.026180926916221033,0.05106382978723404
CUST-02520,18,Female,New York,Loyal,CMP-002,Paid Search,2025-02-10,30.56,9017,503,79,14335.79,11,126,0.05578352001774426,0.15705765407554673
CUST-04553,26,Male,Atlanta,Loyal,CMP-007,Email,2025-06-06,25.86,8952,620,86,17718.04,11,97,0.06925826630920465,0.13870967741935483
CUST-00600,60,Female,Chicago,Loyal,CMP-005,Affiliate,2025-04-18,17.05,8876,406,42,4582.51,7,39,0.04574132492113565,0.10344827586206896
CUST-04745,49,Non-binary,New York,New,CMP-006,SMS,2025-05-12,11.33,9026,495,51,4668.52,0,359,0.05484156880124086,0.10303030303030303
CUST-04845,42,Female,Atlanta,At Risk,CMP-011,Affiliate,2025-10-10,29.71,8783,222,11,996.31,1,166,0.025276101559831492,0.04954954954954955
CUST-04056,43,Male,Los Angeles,New,CMP-004,Display,2025-03-28,32.82,8892,141,9,903.64,0,95,0.015856950067476384,0.06382978723404255
CUST-01850,34,Female,New York,New,CMP-011,Affiliate,2025-10-10,24.57,9045,275,23,2804.79,0,156,0.030403537866224434,0.08363636363636363
CUST-01638,52,Female,New York,Growing,CMP-003,Social Media,2025-03-05,26.03,9046,261,14,2354.66,7,107,0.028852531505637852,0.05363984674329502
CUST-00990,46,Male,Atlanta,Growing,CMP-004,Display,2025-03-28,30.82,9164,189,10,1042.67,0,219,0.02062418158009603,0.05291005291005291
CUST-00667,29,Female,New York,Loyal,CMP-001,Email,2025-01-15,22.8,8889,638,81,10339.94,2,130,0.0717741028237147,0.12695924764890282
CUST-03004,38,Female,Seattle,Loyal,CMP-009,Social Media,2025-08-08,38.35,8951,361,35,6305.65,3,79,0.04033068930845716,0.09695290858725762
CUST-00562,20,Male,Atlanta,New,CMP-011,Affiliate,2025-10-10,29.78,9026,266,22,1602.59,0,113,0.029470418790161754,0.08270676691729323
CUST-04290,32,Female,Denver,At Risk,CMP-011,Affiliate,2025-10-10,19.84,9205,233,11,1039.9,3,6,0.025312330255296035,0.04721030042918455
CUST-04699,18,Female,New York,New,CMP-003,Social Media,2025-03-05,26.52,9086,231,12,1202.48,0,304,0.025423728813559324,0.05194805194805195
CUST-02370,26,Male,Los Angeles,Growing,CMP-010,Display,2025-09-16,36.64,8863,157,11,1309.51,2,43,0.01771409229380571,0.07006369426751592
CUST-03964,18,Male,New York,New,CMP-002,Paid Search,2025-02-10,20.59,8920,296,22,2607.57,0,145,0.033183856502242155,0.07432432432432433
CUST-04225,36,Male,Los Angeles,At Risk,CMP-008,Paid Search,2025-07-14,36.83,8961,299,19,1427.65,1,118,0.033366811739761186,0.06354515050167224
CUST-02766,43,Male,Los Angeles,New,CMP-009,Social Media,2025-08-08,42.61,8994,238,13,2347.32,0,268,0.026462085835001113,0.0546218487394958
CUST-00402,21,Female,Denver,New,CMP-002,Paid Search,2025-02-10,21.68,9138,321,27,2547.16,0,232,0.03512803676953381,0.08411214953271028
CUST-04724,31,Male,Denver,Growing,CMP-002,Paid Search,2025-02-10,31.99,9066,439,40,4080.67,2,40,0.04842267813809839,0.09111617312072894
CUST-00635,36,Non-binary,Los Angeles,At Risk,CMP-001,Email,2025-01-15,23.06,8866,309,25,3268.92,4,104,0.03485224452966389,0.08090614886731391
CUST-00596,51,Male,New York,At Risk,CMP-009,Social Media,2025-08-08,31.36,8918,189,12,1013.17,2,64,0.02119309262166405,0.06349206349206349
CUST-02622,20,Female,Los Angeles,Loyal,CMP-008,Paid Search,2025-07-14,28.15,8967,474,61,7260.32,7,104,0.052860488457678156,0.12869198312236288
CUST-02788,56,Male,New York,At Risk,CMP-002,Paid Search,2025-02-10,26.38,8866,242,17,1387.76,3,175,0.02729528535980149,0.07024793388429752
CUST-04976,62,Male,New York,At Risk,CMP-007,Email,2025-06-06,25.31,9086,356,34,4139.94,1,94,0.039181157825225625,0.09550561797752809
